"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383199456615550980,"TheMirandaBielski",-1,"2021-04-16 23:23:43","None",140,"Tue Sep 18 22:35:21 +0000 2012","Every Pizzeria",832019654,"None","RT @SavinTheBees: Me after taking my covid vaccine shots 😳 https://t.co/b7sWoW5CxC","MIRANDABIELSKI",0,323,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383199456615550980,"TheMirandaBielski",-1,"2021-04-16 23:23:43","None",140,"Tue Sep 18 22:35:21 +0000 2012","Every Pizzeria",832019654,"None","RT @SavinTheBees: Me after taking my covid vaccine shots 😳 https://t.co/b7sWoW5CxC","MIRANDABIELSKI",0,323,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383199449879486464,"Jany",-1,"2021-04-16 23:23:42","None",192,"Thu Jan 02 23:51:59 +0000 2014","None",2273704272,"None","RT @DailyMailAU: Death of woman from blood clots after getting AstraZeneca vaccine was $q$likely linked$q$ to the jab https://t.co/KNRqD7UzaO h…","jany_360",0,175,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383199449879486464,"Jany",-1,"2021-04-16 23:23:42","None",192,"Thu Jan 02 23:51:59 +0000 2014","None",2273704272,"None","RT @DailyMailAU: Death of woman from blood clots after getting AstraZeneca vaccine was $q$likely linked$q$ to the jab https://t.co/KNRqD7UzaO h…","jany_360",0,175,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383199395018067974,"Nina, a ghost",-1,"2021-04-16 23:23:29","None",542,"Mon Dec 19 17:04:21 +0000 2011","In the internet, you?",441011532,"None","RT @LouisatheLast: I$q$m skeptical that all the vaccine doses just sitting there are really not being used solely because of vaccine hesitati…","dftbaDarling",0,205,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383199387002626050,"Ricky Daneil MD",-1,"2021-04-16 23:23:27","None",69,"Tue Feb 23 16:32:38 +0000 2021","United States🔗lucymcbride.com",1364251787964936193,"None","The cases of severe blood clots after #vaccination with the J&amp;J vaccine in the US were all among women between 18-48. the pause would allow researchers to investigate whether particular populations are more susceptible and should perhaps not take the vaccine.","RickyDaneil",0,34,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383199371139842050,"cunmarket.com",3135241,"2021-04-16 23:23:23","None",4003,"Sun Dec 26 20:40:20 +0000 2010","eileenlovercheck,webster, tx",230832125,"None","@RedState CDC: Out of 75 million fully vaccinated Americans, 5,800 got COVID-19, and 74 died https://t.co/yCCPGMtfw2","ebscbwi",0,735,1383194236103888899,0,"None","None","JS Listener","None","RedState","vaccine ",-1
1383197463163523072,"TIM ESTRADA",-1,"2021-04-16 23:15:48","None",74,"Sat Jan 30 23:59:19 +0000 2021","None",1355666888517328899,"None","🤯😱🤢🤮🤬Watch: 12-year-old Child Suffers Horrific Side Effects Following Covid Vaccine Trial https://t.co/sQMiuEdVap","TIMESTRADA11",0,4,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383197281571196932,"silenced opposition",-1,"2021-04-16 23:15:05","None",1383,"Sun Aug 07 12:10:52 +0000 2016","Ohio, USA",762259710921830400,"None","RT @FitnessMamma: Holy crap. I did forget. #EyesWideOpen #CDC #vaccines This is frightening  #Swineflu - mass #influenza #vaccination neuro…","Winger1500gl",0,1241,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383197259664396290,"A̸n̶d̶r̸e̶y̷a̵ 🏳️‍🌈",-1,"2021-04-16 23:14:59","None",7289,"Mon Jul 13 17:35:00 +0000 2015","C Word",3374372698,"None","RT @coffeeandvinyl1: I happen to be very cautious with my health and I$q$d let the Dr. Inject the AZ vaccine directly into my eyeball right f…","AndreyasAsylum",0,9759,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383197175459434499,"Becca Knox",862362866372018179,"2021-04-16 23:14:39","None",489,"Mon Oct 12 14:15:04 +0000 2009","Seattle",81851330,"None","@JMEightDigits @TKDano I think we are going to see fully-vaxxed folks can still carry and acquire variants and that the vaccine will prevent *them* from severe illness but not necessarily the un-vaxxed they encounter. Giant gatherings continue to seem insane to me.","seattlebecca",0,135,1383096428797554689,0,"None","None","JS Listener","None","JMEightDigits","vaccine ",-1
1383197131423547392,"Ben",-1,"2021-04-16 23:14:29","None",154,"Wed Feb 18 23:32:27 +0000 2009","UK",21255446,"None","RT @ukcolumn: Free speech? Youtube bans Nicola$q$s video testimony revealing vaccine adverse effects on her husband in intensive care. Their…","benparish",0,21,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383197105704071168,"democracy is dead.™️",1259980612674469888,"2021-04-16 23:14:23","None",724,"Fri Feb 01 21:33:21 +0000 2019","North West,south,east uk",1091449448528596993,"None","@Teqmock Peer reviewed evidence about vaccine / death &amp; masks   https://t.co/DEnaa0ta0h","democracyisdea4",0,557,1383030451669962754,0,"None","None","JS Listener","None","Teqmock","vaccine ",-1
1383195150080483330,"coronaleaks",-1,"2021-04-16 23:06:36","None",0,"Mon Feb 03 04:54:43 +0000 2020","China",1224194458566234118,"None","The COVID VACCINE IS A POISON. YOU HAVE BEEN POISONED https://t.co/8fljs39l1o","coronaleaks",0,0,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383195087576829954,"Pansie",26361656,"2021-04-16 23:06:22","None",2211,"Sat Sep 08 03:38:10 +0000 2012","Melb, Australia",810112795,"None","@profmiketoole @Susan29191404 @JanevSharleen Out of interest I saw a person reporting a study in (2002?) that mice received I.V similar vaccine reported clots and perhaps aspirating the syringe before injecting might avoid hitting blood supply?","anncairns_ann",0,604,1383041517883781124,0,"None","None","JS Listener","None","profmiketoole","vaccine ",-1
1383195068673224704,"Mimi_22",-1,"2021-04-16 23:06:17","None",30,"Wed Mar 10 17:22:44 +0000 2021","None",1369700200189661190,"None","RT @ukcolumn: Free speech? Youtube bans Nicola$q$s video testimony revealing vaccine adverse effects on her husband in intensive care. Their…","Mimi2248975163",0,2,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383195051321331720,"Local7536",-1,"2021-04-16 23:06:13","None",218,"Tue Jun 04 15:20:18 +0000 2019","Peel, Ontario",1135929275272634369,"None","RT @shoedeepto: They put police in phase 1 of vaccination so that they could card unvaccinated workers being forced to do unsafe work becau…","local7536",0,225,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383195049333301254,"JayM",-1,"2021-04-16 23:06:12","None",1161,"Wed Nov 07 04:49:45 +0000 2012","None",931233900,"None","RT @DrTomFrieden: Uncontrolled spread of Covid increases the risk of variants that evade vaccine-induced immunity, which would be a serious…","JayMerold",0,881,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383195028634312705,"L&B",3433419568,"2021-04-16 23:06:08","None",1462,"Sun Aug 09 22:26:15 +0000 2020","None",1292587890833154048,"None","@Bubb789 @9NewsAUS @9NewsMelb @bethan_yeoman Yes they can. Don’t be stupid. They have never isolated the virus to make the vaccine, they are testing this vaccine on humans. Never been animal tested before","LBP913",0,1438,1383189110043512843,0,"None","None","JS Listener","None","Bubb789","vaccine ",-1
1383195032593793024,"Charlie Maiers",-1,"2021-04-16 23:06:08","None",51,"Sun Aug 13 18:33:47 +0000 2017","Speedway, IN",896801973437116416,"None","RT @adamdkirsch: 6 people (of 6.8 million) develop blood clots after vaccine and the government paused use of the vaccine.   8 people were…","CharlieMaiers",0,13,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383195012360454145,"twinkle",-1,"2021-04-16 23:06:04","None",5000,"Mon Aug 03 21:45:03 +0000 2015","Britain",3401820741,"None","RT @MaansingR: 14 Deaths and 13 Facial Paralysis Cases after receiving  China-made CoVid-19 vaccine #Sinovac . https://t.co/9wt3f9Feme","drainthebog1",0,913,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383194967405780993,"Lapsed Liberal",-1,"2021-04-16 23:05:53","None",2183,"Fri Nov 11 15:05:29 +0000 2016","None",797092892724568066,"None","RT @MartinKulldorff: Public health is based on trust, not coercion. Vaccine passport advocates have damaged vaccine confidence more than th…","lapsed_liberal",0,1046,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383194945297678337,"Chris Kringle1991",1349667274995675137,"2021-04-16 23:05:48","None",138,"Sun Nov 15 01:36:48 +0000 2020","None",1327787502971785217,"None","@KateKimble3 Dont take that vaccine...your choice...tell them to mind there own business","kringle1991",0,14,1382931439918931971,0,"None","None","JS Listener","None","KateKimble3","vaccine ",-1
1383194937278222338,"marketcrasher",338460831,"2021-04-16 23:05:46","None",1602,"Mon May 28 18:41:43 +0000 2018","World traveler",1001171677911363586,"None","@STattisconie I assume so.. I did some back of the packet calculations on the AstraZeneca vaccine risks. And it .00091blah blah.. you statistically have more chance of getting murdered, hit by lighting or a car then have a life threatening reaction to the vaccine.","marketcrasher1",0,1199,1383186234844053506,0,"None","None","JS Listener","None","STattisconie","vaccine ",-1
1383194929799831555,"Scott",-1,"2021-04-16 23:05:44","None",327,"Wed Oct 26 23:53:55 +0000 2011","None",399087521,"None","RT @nationalpost: Diane Francis: Liberal vaccine failures could be the biggest scandal in Canadian history https://t.co/cyruRLHbSX @dianefr…","scot1007",0,33,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383194927434235905,"Maximillian",-1,"2021-04-16 23:05:43","None",86,"Thu Jan 28 02:51:36 +0000 2021","None",1354622735650082816,"None","RT @MartinKulldorff: Public health is based on trust, not coercion. Vaccine passport advocates have damaged vaccine confidence more than th…","MaximasCrypto",0,21,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383194909016920067,"A ‘quiet’ Observer",8197942,"2021-04-16 23:05:39","None",982,"Sat Mar 05 06:44:14 +0000 2011","None",261097885,"None","@SBSNews I don’t understand the messaging?? Is @ScottMorrisonMP admitting vaccine rollout a failure? #auspol #COVID19Aus","observer234588",0,110,1382789385871974400,0,"None","None","JS Listener","None","SBSNews","vaccine ",-1
1383194889161207812,"coronaleaks",-1,"2021-04-16 23:05:34","None",0,"Mon Feb 03 04:54:43 +0000 2020","China",1224194458566234118,"None","The $q$vaccine$q$ is a poison, you just poisoned yourself. https://t.co/krFwQAYsYE","coronaleaks",0,0,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383194866885263365,"AnnetteGreco Meisner",-1,"2021-04-16 23:05:29","None",0,"Sun Sep 02 18:10:31 +0000 2012","None",798773558,"None","4-16-21, Dr Bossche of Belgium, highly respected internationally renowned virologist &amp; vaccine expert formerly employed by Gates Foundation - in letter to WHO - proclaims $q$Covid Vaccine very dangerous bio weapon.$q$ https://t.co/nUWp51T64f https://t.co/2dTeC6fVfz","Annette_Meisner",0,85,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383192666834300929,"CharlieFlowers",-1,"2021-04-16 22:56:44","None",194,"Sun Mar 21 06:03:07 +0000 2021","None",1373515432951390212,"None","RT @PamLongCO: 15 years ago, a national mommy group disinvited me from speaking in my hometown about my son’s vaccine injury because a pedi…","CrazyFlowers5",0,70,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383192558143176717,"Thomas Covenant Unbeliever",-1,"2021-04-16 22:56:18","None",4428,"Thu Apr 29 04:32:47 +0000 2010","Nashville, TN",138296713,"None","RT @PamLongCO: 15 years ago, a national mommy group disinvited me from speaking in my hometown about my son’s vaccine injury because a pedi…","Pinandpuller",0,2239,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383192460612997124,"DanielScoland",-1,"2021-04-16 22:55:55","None",725,"Mon May 25 19:05:43 +0000 2009","None",42464973,"None","#NoVaccinePassport #maskoff #nwo #wakeup #scamdemic #plandemic #NoVaccinePassports #hoax #psyop #maskOFF #freedom #NWO #Agenda21 #mindcontrol #MSM #turnyourtvOFF #tyrany #medicalgenocide #vaccine","DanielScoland",0,1656,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383192437443678216,"Michael Allen",333594015,"2021-04-16 22:55:50","None",151,"Fri Mar 13 21:08:13 +0000 2009","Brooklyn, NY",24254440,"None","@jamesdamnevans Vaccine death and rebirth is the real T.","michael_w_allen",0,41,1383184490214920193,0,"None","None","JS Listener","None","jamesdamnevans","vaccine ",-1
1383192438550847490,"🐀💧maz wright🏳️‍🌈#StandwithDan#ProudtobeaVic",-1,"2021-04-16 22:55:50","None",2035,"Sun Feb 25 06:10:30 +0000 2018","Melbourne, Victoria",967642944621592577,"None","RT @drpete00: I’ve figured out what’s gone wrong with the COVID vaccine rollout:  THE GOVERNMENT DIDN’T BUY ENOUGH VACCINES.  That’s it, th…","gramazzy4",0,1901,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190542037622785,"💧George Formby 💧",-1,"2021-04-16 22:48:18","None",1598,"Wed Mar 18 04:32:28 +0000 2009","Victoria",25028281,"None","RT @drpete00: I’ve figured out what’s gone wrong with the COVID vaccine rollout:  THE GOVERNMENT DIDN’T BUY ENOUGH VACCINES.  That’s it, th…","Imalittleplunk",0,673,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190542037622785,"💧George Formby 💧",-1,"2021-04-16 22:48:18","None",1598,"Wed Mar 18 04:32:28 +0000 2009","Victoria",25028281,"None","RT @drpete00: I’ve figured out what’s gone wrong with the COVID vaccine rollout:  THE GOVERNMENT DIDN’T BUY ENOUGH VACCINES.  That’s it, th…","Imalittleplunk",0,673,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190520118190086,"Dead Grandma",1252708879,"2021-04-16 22:48:13","None",717,"Sat Jul 18 15:27:25 +0000 2015","Austin, TX",3283426488,"None","@trelord75 @OpinionsMiOwn Eczema is an autoimmune disease.  A poison shot made to effect your immune system would tend to fuck it up pretty good.  I guarantee most peoples eczema and other autoimmune diseases come from compromised immune systems from vaccines.","Knox64Knox",0,2855,1383152575726321665,0,"None","None","JS Listener","None","trelord75","vaccine ",-1
1383190520118190086,"Dead Grandma",1252708879,"2021-04-16 22:48:13","None",717,"Sat Jul 18 15:27:25 +0000 2015","Austin, TX",3283426488,"None","@trelord75 @OpinionsMiOwn Eczema is an autoimmune disease.  A poison shot made to effect your immune system would tend to fuck it up pretty good.  I guarantee most peoples eczema and other autoimmune diseases come from compromised immune systems from vaccines.","Knox64Knox",0,2855,1383152575726321665,0,"None","None","JS Listener","None","trelord75","vaccine ",-1
1383190474496774145,"Brown",-1,"2021-04-16 22:48:02","None",4158,"Thu Mar 17 17:36:41 +0000 2011","Everywhere",267857282,"None","RT @nick_the_geek78: Why is every covid death tragic but blood clot deaths from vaccine are just collateral damage?","brownguy2010",0,2041,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190476069736448,"Inkjet Printer",933938999105765381,"2021-04-16 22:48:02","None",446,"Sat Mar 16 08:14:56 +0000 2013","None",1271741196,"None","@Oughtason1 @lilkrissayshi @DinoHunter1138 @RocMobile @BernieSanders Big Pharma is actively blocking things like open-source vaccines that could rapidly speed up the pace at which people get them. To answer your question: no, I have not yet had the vaccine, and big pharma shares part of the blame.","Inkjet_Desu",0,329,1383186378767302656,0,"None","None","JS Listener","None","Oughtason1","vaccine ",-1
1383190446608936962,"blueisamazin",-1,"2021-04-16 22:47:55","None",169,"Wed May 22 17:35:56 +0000 2013","None",1449508598,"None","RT @PamLongCO: 15 years ago, a national mommy group disinvited me from speaking in my hometown about my son’s vaccine injury because a pedi…","blueisamazin",0,74,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190434621579270,"Mike Zwingman",-1,"2021-04-16 22:47:52","None",2229,"Tue Aug 02 02:34:15 +0000 2011","Lincoln, NE",346952459,"None","RT @graubart: 6 people suffered a blood clot after receiving the JnJ vaccination. Immediate halt to use of the vaccine.  8 people died in t…","Nebr_Agron078",0,1738,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190428573335554,"Truth Is Truth",-1,"2021-04-16 22:47:51","None",1323,"Mon May 05 19:12:29 +0000 2014","None",2478747764,"None","RT @delbigtree: If TOP SCIENTISTS warned you there’s a “chance” the experimental Covid19 vaccine could cause permanent infertility or even…","LifeCoachMinist",0,407,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190385443373059,"Fazzinho MKll",-1,"2021-04-16 22:47:40","None",1024,"Sun Jan 24 17:25:28 +0000 2021","Aughton, England",1353393441829482496,"None","When will people join the dots.  EMFs cause blood coagulations, especially in elderly and obese people.   The vaccine is causing blood clots  Coincidence?    No such thing.  Covid is radiation poisoning.   Come on World. Wake up.","fazzinhoMKII",0,282,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383190365176418304,"Tolakazak Pony Con",1895010480,"2021-04-16 22:47:36","None",24,"Thu Apr 15 12:14:08 +0000 2021","None",1382668411696685066,"None","@KR_Salisbury Seriously the dumb excuses I see people are making all over Twitter like it has bad effects on second shot, you can die from it and the government is controlling people. Vaccine is supposed to make you healthy not the other way around. Very stupid indeed.","pony_con",0,3,1382857960829853699,0,"None","None","JS Listener","None","KR_Salisbury","vaccine ",-1
1383190365176418304,"Tolakazak Pony Con",1895010480,"2021-04-16 22:47:36","None",24,"Thu Apr 15 12:14:08 +0000 2021","None",1382668411696685066,"None","@KR_Salisbury Seriously the dumb excuses I see people are making all over Twitter like it has bad effects on second shot, you can die from it and the government is controlling people. Vaccine is supposed to make you healthy not the other way around. Very stupid indeed.","pony_con",0,3,1382857960829853699,0,"None","None","JS Listener","None","KR_Salisbury","vaccine ",-1
1383190323795464192,"😊Gillianabeth #Just ignore it",1348657381509533697,"2021-04-16 22:47:26","None",483,"Sat Nov 19 21:03:38 +0000 2016","None",800082126221676544,"None","@RageQuit46 @DailyExposeNews Wonen in US have lost babies after vaccination. Both those vaccines are in use there.","Gillianabeth",0,824,1383124946012934144,0,"None","None","JS Listener","None","RageQuit46","vaccine ",-1
1383190302761095174,"Mathew Kumar",-1,"2021-04-16 22:47:21","None",275,"Sat Sep 27 04:12:05 +0000 2008","Toronto, Canada",16482124,"None","RT @shoedeepto: They put police in phase 1 of vaccination so that they could card unvaccinated workers being forced to do unsafe work becau…","mathewkumar",0,2971,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383188659906695168,"Paul Mccarthy 🇬🇧🇺🇲 Brexit, MBGA, MAGA",-1,"2021-04-16 22:40:49","None",1181,"Fri Oct 02 00:58:03 +0000 2020","Hull",1311832687909449730,"None","RT @Valkyrie20201: Video published 13 April 2021 CDC admits that 96% of the deaths attributed to Covid-19 actually were caused by Influenza…","PaulMcCa1968",0,699,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383188599752036353,"Mary’s Message",-1,"2021-04-16 22:40:35","None",1139,"Fri Aug 24 00:47:03 +0000 2012","USA",777077424,"None","RT @PamLongCO: 15 years ago, a national mommy group disinvited me from speaking in my hometown about my son’s vaccine injury because a pedi…","messenger_Mary",0,813,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383188583532654592,"Mike Rickie",-1,"2021-04-16 22:40:31","None",108,"Sat May 16 20:25:05 +0000 2020","United States",1261754468716228608,"None","RT @DonaldJTrumpJr: Corporate America is pushing freedom-killing vaccine passports, censoring conservatives on social media &amp; trying to sto…","blaqchild001",0,24,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383188558052257793,"cori",1031553656192036864,"2021-04-16 22:40:25","None",570,"Fri May 08 14:00:29 +0000 2009","Nova Scotia, Canada",38670507,"None","@fingerbIaster @MaxMcAdams @cambrian_era Maybe it has to do with how conspiracy brains associate the vaccine with Bill Gates","corialias",0,104,1383181425482952704,0,"None","None","JS Listener","None","fingerbIaster","vaccine ",-1
1383188497679454210,"Austin Harris",-1,"2021-04-16 22:40:10","None",1000,"Sun Apr 14 15:28:49 +0000 2013","Washington, DC",1352133535,"None","This student’s death is heartbreaking but there is 🚨NO EVIDENCE🚨 that shows the J&amp;J vaccine caused it.  These headlines only feed into the vaccine hesitancy.  👏🏼 Get 👏🏼 Vaccinated 👏🏼 https://t.co/guuaxMrLos","AustinHarrisIA",0,1358,-1,0,"None","None","JS Listener","Washington, DC","None","vaccine ",-1
1383188486652526595,"River Morningstar",1535203292,"2021-04-16 22:40:08","None",204,"Tue Apr 05 14:11:33 +0000 2011","None",277502719,"None","@TheClaudiaBlack @CDCgov I had a 3 day migraine after my 2nd Pfizer vaccine. None of my prophylactic or rescue meds touched it. The CDC should probably look into whether or not people are experiencing side effects directly related to preexisting conditions. I know mine were.","_lightgoddess_",0,42,1383162976761389059,0,"None","None","JS Listener","None","TheClaudiaBlack","vaccine ",-1
1383186764421066755,"Dan Hulton",-1,"2021-04-16 22:33:17","None",184,"Wed Jul 18 13:42:54 +0000 2007","Toronto, Ontario",7559022,"None","RT @gmbutts: I am of course a supporter of both Trudeau and the Liberals, but this is true whatever your political views. @AnitaOakville’s…","danhulton",0,334,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383186764421066755,"Dan Hulton",-1,"2021-04-16 22:33:17","None",184,"Wed Jul 18 13:42:54 +0000 2007","Toronto, Ontario",7559022,"None","RT @gmbutts: I am of course a supporter of both Trudeau and the Liberals, but this is true whatever your political views. @AnitaOakville’s…","danhulton",0,334,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383186632199835656,"P_sladjana",-1,"2021-04-16 22:32:46","None",347,"Sat Aug 08 12:00:09 +0000 2020","None",1292067998061207552,"None","RT @conspiracyguy78: Mysterious death of a man who died just hours after getting Covid vaccine. https://t.co/BWq9rTcYHn","sladjana_p",0,121,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383186536145985536,"jen",19566400,"2021-04-16 22:32:23","None",4995,"Sun Jun 02 23:25:54 +0000 2019","None",1135326704929390592,"None","@sicilytobuffalo @kellydudzikWGRZ @WGRZ @BuffaloBills @BuffaloSabres How can anyone advocate for a  vaccine  when the vax is experimental  doesn$q$t stop infection or transmission  is barely tested  &amp; could lead to serious side effects  including death  the industry is not liable for any damage  &amp; life insurance is negated if you die?  Lawsuit!","jen95873143",0,1852,1382044407432630272,0,"None","None","JS Listener","None","sicilytobuffalo","vaccine ",-1
1383185036359393283,"Kat Phoenix",-1,"2021-04-16 22:26:25","None",186,"Sat May 02 18:19:37 +0000 2020","Philadelphia, PA",1256649510211780608,"None","FYI # 2: I am usually a healthy adult with the exception of one thing-I have Lupus (SLE) and once a week I have to self-inject a medication called a biologic. With this med, I cannot get the c o vi d vaccine because it lowers my immune system &amp; the vaccine could damage my body⬇️ https://t.co/tS5f64QsEu","kittykatphoenix",0,144,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383185003056615424,"Kyle Harrietha",-1,"2021-04-16 22:26:17","None",4322,"Mon Oct 06 20:41:40 +0000 2008","Ottawa, Ontario, Canada",16620002,"None","RT @gmbutts: I am of course a supporter of both Trudeau and the Liberals, but this is true whatever your political views. @AnitaOakville’s…","KyleHarrietha",0,5323,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383185003056615424,"Kyle Harrietha",-1,"2021-04-16 22:26:17","None",4322,"Mon Oct 06 20:41:40 +0000 2008","Ottawa, Ontario, Canada",16620002,"None","RT @gmbutts: I am of course a supporter of both Trudeau and the Liberals, but this is true whatever your political views. @AnitaOakville’s…","KyleHarrietha",0,5323,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184993975947265,"Elle",-1,"2021-04-16 22:26:15","None",612,"Sun Apr 08 13:40:18 +0000 2018","None",982976427724288000,"None","RT @MatthewJshow: Medical student, 21, died a day after getting J&amp;J vaccine https://t.co/BGLkERK5Xm via @MailOnline","Elle94903015",0,261,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184982915571712,"SUBVERSIVE THOUGHT CRIMINAL 🌹⏳ 🦸🏻‍♀️ 💃🏻",-1,"2021-04-16 22:26:12","None",1596,"Wed Dec 07 16:35:25 +0000 2016","NoLIta, Manhattan",806537608159514624,"None","RT @JamesMelville: Vaccine passports are a form of psychological coercion to give people social freedoms while taking away personal health…","BethPapaleo",0,2311,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184977261641731,"Captain America 🇺🇸",-1,"2021-04-16 22:26:11","None",450,"Sat Jan 26 04:27:39 +0000 2013","orlando florida",1120948171,"None","I told y’all I don’t want to take that vaccine 🙅🏻‍♂️","TheFemoEffect",0,368,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184938409848833,"George Miller",-1,"2021-04-16 22:26:02","None",18225,"Wed Feb 16 10:30:33 +0000 2011","Wigan, England, United Kingdom",252997533,"None","RT @briangukc: Free speech? Youtube bans Nicola$q$s video testimony revealing vaccine adverse effects on her husband in intensive care. Their…","Spacettf",0,16837,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184927429115904,"S",-1,"2021-04-16 22:25:59","None",282,"Mon Apr 20 06:22:04 +0000 2009","little bit of everywhere",33445567,"None","RT @LouisatheLast: I$q$m skeptical that all the vaccine doses just sitting there are really not being used solely because of vaccine hesitati…","goggination",0,82,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184913608929284,"Ann 💁🏻",-1,"2021-04-16 22:25:56","None",209,"Tue Jul 28 20:27:18 +0000 2020","Dublin , Ireland",1288209304131076098,"None","RT @PJMoore1958: TV personality who boasted of being vaccinated, pressuring her mom to do the same dies after receiving jab | News | LifeSi…","annrxx",0,142,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184913608929284,"Ann 💁🏻",-1,"2021-04-16 22:25:56","None",209,"Tue Jul 28 20:27:18 +0000 2020","Dublin , Ireland",1288209304131076098,"None","RT @PJMoore1958: TV personality who boasted of being vaccinated, pressuring her mom to do the same dies after receiving jab | News | LifeSi…","annrxx",0,142,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184904221904900,"Steve Holcombe",-1,"2021-04-16 22:25:54","None",4501,"Tue Jun 24 17:24:16 +0000 2008","Pawhuska | U.S. Great Plains",15221638,"None","RT @jwoodardlawyer: 6 Americans die from vaccine. Vaccine put on hold. 8 die from shooting in Indiana. Crickets. American priorities too ob…","Steve_Holcombe",0,1941,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184865600868354,"Sal Moanella",-1,"2021-04-16 22:25:44","None",137,"Fri Jan 22 18:44:14 +0000 2016","None",4799369570,"None","RT @FiatLuxGenesis: In 1976, the swine flu vax killed 25 people with 55 million vaccinated so they shut it down. Today covid vax kills almo…","SalMoanella1",0,607,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383184856117604355,"rosegarden",1260281700019580936,"2021-04-16 22:25:42","None",44,"Thu Jun 11 22:20:53 +0000 2020","None",1271205585732751371,"None","@gnawhnehpets @kayleighmcenany So do therapeutics! The vaccine is not FDA approved, people are dying from the vaccine &amp; the drug companies are not held liable for deaths caused by the vaccine! No one should be forced to take a vaccine that has already killed people &amp; where the long term effects are unknown!","rosegar17673310",0,13,1383180778885025797,0,"None","None","JS Listener","None","gnawhnehpets","vaccine ",-1
1383182272157810688,"Rina🇺🇸🇨🇱",-1,"2021-04-16 22:15:26","None",339,"Wed Feb 24 20:44:49 +0000 2016","None",702595054313934848,"None","RT @LyranEmpress: This kind of adverse reaction is why I got affidavits for my kiddos...Theirs was with $q$normal$q$ vaccines","r_lizmi",0,172,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
1383182272157810688,"Rina🇺🇸🇨🇱",-1,"2021-04-16 22:15:26","None",339,"Wed Feb 24 20:44:49 +0000 2016","None",702595054313934848,"None","RT @LyranEmpress: This kind of adverse reaction is why I got affidavits for my kiddos...Theirs was with $q$normal$q$ vaccines","r_lizmi",0,172,-1,0,"None","None","JS Listener","None","None","vaccine ",-1
