"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383408347370590209,"rd pu3",-1,"2021-04-17 13:13:47","None",71,"Fri May 27 02:52:34 +0000 2011","None",305986329,"None","RT @NewsBFM: Pfizer claims people will likely need a third dose of its Covid-19 vaccine within six to 12 months of receiving the first two…","RdPuteri",0,5,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408347588685831,"KC Vaccine Watch",-1,"2021-04-17 13:13:47","None",2,"Tue Mar 02 16:59:23 +0000 2021","Kansas City, MO",1366795232491294720,"None","KS: Vaccine appointments available at Walgreens - Overland Park from Apr 18 to Apr 22. Sign up here, zip code 66204: https://t.co/H2fc0Q5dMk (as of 8:12)","kcvaccinewatch",0,25404,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408348675014663,"IconicOddball",-1,"2021-04-17 13:13:47","None",2611,"Sat Oct 07 17:19:56 +0000 2017","None",916714723328000000,"None","RT @jp_economics: How long are COVID-19 vaccines effective? 👉https://t.co/nghigTSI35 via @wef #TrustInScientist #Vaccination","CafeNoWay",0,1721,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408349245435917,"KC Vaccine Watch",-1,"2021-04-17 13:13:47","None",2,"Tue Mar 02 16:59:23 +0000 2021","Kansas City, MO",1366795232491294720,"None","KS: Vaccine appointments available at Walgreens - Shawnee from Apr 18 to Apr 22. Sign up here, zip code 66203: https://t.co/H2fc0Q5dMk (as of 8:12)","kcvaccinewatch",0,25404,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408342987513864,"KC Vaccine Watch",-1,"2021-04-17 13:13:46","None",2,"Tue Mar 02 16:59:23 +0000 2021","Kansas City, MO",1366795232491294720,"None","KS: Vaccine appointments available at Walgreens - Shawnee from Apr 18 to Apr 22. Sign up here, zip code 66214: https://t.co/H2fc0Q5dMk (as of 8:12) 😷","kcvaccinewatch",0,25404,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408344082247685,"Τα Νέα Σήμερα",-1,"2021-04-17 13:13:46","None",85,"Sun Feb 21 17:26:36 +0000 2021","None",1363540598649745411,"None","RT @business: If you already had the virus, your immune response after one vaccine is likely to be even better than a never-infected person…","taneasimera",0,8,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408344556216324,"KC Vaccine Watch",-1,"2021-04-17 13:13:46","None",2,"Tue Mar 02 16:59:23 +0000 2021","Kansas City, MO",1366795232491294720,"None","KS: Vaccine appointments available at Walgreens - Kansas City from Apr 19 to Apr 22. Sign up here, zip code 66102: https://t.co/H2fc0Q5dMk","kcvaccinewatch",0,25404,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408345772564482,"Lola Reyes",-1,"2021-04-17 13:13:46","None",609,"Sun Jan 15 15:41:07 +0000 2012","None",464742346,"None","RT @LcdoCorona: Covid mortality rate: less than 1% “You need to be eternally afraid of Covid”  Vaccine mortality rate: less than 1% “You’re…","Lola_Jetter2",0,1198,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408345730543616,"Arty ft.Moriarty",-1,"2021-04-17 13:13:46","None",680,"Sat Feb 15 08:06:13 +0000 2014","None",2344761932,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","LynnieKei",0,46,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408346024218631,"KC Vaccine Watch",-1,"2021-04-17 13:13:46","None",2,"Tue Mar 02 16:59:23 +0000 2021","Kansas City, MO",1366795232491294720,"None","KS: Vaccine appointments available at Walgreens - Merriam from Apr 18 to Apr 22. Sign up here, zip code 66202: https://t.co/H2fc0Q5dMk (as of 8:12)","kcvaccinewatch",0,25404,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408338822524931,"ᴮᴱBelle⁷ IA 🇭🇰",-1,"2021-04-17 13:13:45","None",643,"Fri Jun 05 01:01:22 +0000 2020","None",1268709407673614336,"None","RT @hkfp: Covid-19: Top lawyer urges Hongkongers to get vaccine to prevent gov’t tracking   https://t.co/DKRHLIuybJ #HongKong #Covid19 http…","ot7banoodle",0,267,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408339283943426,"หมาว้อนปชต",-1,"2021-04-17 13:13:45","None",382,"Wed Apr 29 11:24:37 +0000 2015","XX X XX",3179266669,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","YolkaNa_",0,98,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408342119292945,"Shaun Furlong",-1,"2021-04-17 13:13:45","None",1202,"Sun Apr 28 20:26:34 +0000 2013","Bury | Ireland (too rarely)",1387856480,"None","RT @Mohamme80265835: Delicious food for the amazing 🌟 🌈 Vaccination Hub team @RochdaleCO_NHS.   Thank you to Nabeel Tariq and @UKIMNeeliMos…","sgfurlong",0,942,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408336113082370,"🔥 vaa ™ᵛᵃˡᶤᵐᵃᶤ 🦸‍♂️",-1,"2021-04-17 13:13:44","None",240,"Sat Aug 12 06:04:51 +0000 2017","Hell",896251111702646784,"None","RT @Actor_Vivek: Global warming will deplete snow mountains n drinking water may become a rarity! எனவே ( நிலத்தடி)குடிநீரை பாதுகாப்போம்; நீ…","itz_dhiva",0,26,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408336113082370,"🔥 vaa ™ᵛᵃˡᶤᵐᵃᶤ 🦸‍♂️",-1,"2021-04-17 13:13:44","None",240,"Sat Aug 12 06:04:51 +0000 2017","Hell",896251111702646784,"None","RT @Actor_Vivek: Global warming will deplete snow mountains n drinking water may become a rarity! எனவே ( நிலத்தடி)குடிநீரை பாதுகாப்போம்; நீ…","itz_dhiva",0,26,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408336150827008,"Cindy",-1,"2021-04-17 13:13:44","None",3343,"Thu Jan 24 23:18:34 +0000 2019","Minnesota",1088576824915812352,"None","RT @angie_rasmussen: NYC friends: if you haven’t gotten your vaccine yet, there are thousands of appointments all over the city. Start your…","cindyceemerson",0,3397,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408327019810828,"Arjun Sethi",-1,"2021-04-17 13:13:42","None",63,"Mon Jun 23 15:56:51 +0000 2014","None",2584204254,"None","RT @IITISM_DHANBAD: IIT(ISM) Dhanbad is gratified to contribute towards the fight against the COVID-19 pandemic. The vaccination drives are…","arjunsethi892",0,17,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408324410888198,"Conner Newton",-1,"2021-04-17 13:13:41","None",593,"Sat Mar 05 21:06:10 +0000 2011","Atlanta, GA",261382223,"None","“There’s really people out there who haven’t gotten their 2nd covid vaccine yet???” - Me who literally just got it 2 minutes ago","The_Condon",0,616,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408317431644177,"Arun Rao",-1,"2021-04-17 13:13:40","None",670,"Fri Oct 02 17:47:53 +0000 2009","None",79241186,"None","RT @KiranKS: If you are above 45 in India, and still haven$q$t taken COVID19 vaccine, you are doing a big disservice to the society. You have…","bigsanturi",0,541,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408316496310277,"CD",-1,"2021-04-17 13:13:39","None",312,"Sun Aug 30 00:39:31 +0000 2009","None",70005102,"None","RT @EricTopol: Another 4 million vaccinations day for the US! That$q$s the 4th one, all in last 2 wks Over the 200 million mark of vaccine do…","peacefulhart",0,118,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408311215681544,"Elaine Lowe",-1,"2021-04-17 13:13:38","None",208,"Tue Apr 07 11:47:29 +0000 2020","None",1247491133804089348,"None","RT @CelestineBee: 9/11 was an inside job Man did not land on the moon  Evolution theory is BS  Vaccines are not safe  Taxation IS theft All…","susanLo03399918",0,218,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408311215681544,"Elaine Lowe",-1,"2021-04-17 13:13:38","None",208,"Tue Apr 07 11:47:29 +0000 2020","None",1247491133804089348,"None","RT @CelestineBee: 9/11 was an inside job Man did not land on the moon  Evolution theory is BS  Vaccines are not safe  Taxation IS theft All…","susanLo03399918",0,218,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408312880832512,"Richard Jones",-1,"2021-04-17 13:13:38","None",805,"Fri Jan 08 11:00:21 +0000 2021","None",1347498295854325761,"None","RT @TheBabylonBee: For Maximum Protection, Vaccine Now Offered In Continuous IV Drip You Carry Around For The Rest Of Your Life https://t.c…","Richard33408408",0,399,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408305217753090,"Pete Mitrega",175495448,"2021-04-17 13:13:37","None",116,"Mon May 24 23:06:38 +0000 2010","Orland Park Chicago ILLINOIS",147741290,"None","@CDCtravel @FAANews So I$q$m fully vaccinated and i have to be tested after 3-5 days... It$q$s getting insane...you$q$re telling me Vaccine does NOT work You$q$re a joke!","polandpete",0,53,1383056844315262981,0,"None","None","JS Listener","None","CDCtravel","vaccine ",1
1383408296971759624,"OmMiEoMm",-1,"2021-04-17 13:13:35","None",241,"Tue Sep 21 04:46:30 +0000 2010","None",193177887,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","ommieomm",0,127,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408297286402052,"Political Analyst ©️™️🇺🇸",-1,"2021-04-17 13:13:35","None",27,"Tue Nov 10 22:59:54 +0000 2020","New York, USA",1326298059798536193,"None","RT @kjbrackley: @JustinTrudeau Cool. Cool cool cool cool.  Could you envoke the emergency act, ignore Doug Ford, and call in the red cross…","PolitBureau123",0,23,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408297286402052,"Political Analyst ©️™️🇺🇸",-1,"2021-04-17 13:13:35","None",27,"Tue Nov 10 22:59:54 +0000 2020","New York, USA",1326298059798536193,"None","RT @kjbrackley: @JustinTrudeau Cool. Cool cool cool cool.  Could you envoke the emergency act, ignore Doug Ford, and call in the red cross…","PolitBureau123",0,23,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408297118601220,"Stormy Weather ⚡️⚡️",-1,"2021-04-17 13:13:35","None",462,"Tue Nov 03 23:28:11 +0000 2015","None",4108008142,"None","RT @DailyCaller: GOV. DESANTIS: “If you get a vaccine... you’re immune and so act immune. If you tell people the opposite... that it’s not…","Yooperfun",0,369,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408297798033413,"@mdmak33",-1,"2021-04-17 13:13:35","None",1796,"Sun Nov 16 19:35:23 +0000 2014","None",2879980954,"None","RT @lisabu1980: People left waiting outside citywest vaccination centre this morning. After an hour or so, they were told vaccine appointme…","mdmak33",0,2329,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408298444005389,"🐯🐰",-1,"2021-04-17 13:13:35","None",2552,"Thu Dec 22 10:39:36 +0000 2016","None",811883883461390336,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","schnappiliu",0,27,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408294174150656,"Divyendu Sathe",141247189,"2021-04-17 13:13:34","None",2225,"Sun May 31 12:11:06 +0000 2009","None",43679319,"None","@aplubhardwaj @narendramodi @drharshvardhan Whatever is ur first vaccine u need to take the same for second one.. We can$q$t select.. Try to check which vaccine that center has in stock before appointment or choose same center as of first appointment","divyendusathe",0,332,1383407197732835335,0,"None","None","JS Listener","None","aplubhardwaj","vaccine ",1
1383408288809709573,"SANJAY KHUBCHANDANI",-1,"2021-04-17 13:13:33","None",120,"Thu Apr 05 00:38:53 +0000 2018","None",981692615207796736,"None","RT @docyogi1: One of our senior colleagues is an anti mask and anti vaccine crusader. Vehemently opposed both. Denied Cov existed.  2 days…","sanjukhubchand",0,8,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408288809709573,"SANJAY KHUBCHANDANI",-1,"2021-04-17 13:13:33","None",120,"Thu Apr 05 00:38:53 +0000 2018","None",981692615207796736,"None","RT @docyogi1: One of our senior colleagues is an anti mask and anti vaccine crusader. Vehemently opposed both. Denied Cov existed.  2 days…","sanjukhubchand",0,8,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408291166842888,"Dan",-1,"2021-04-17 13:13:33","None",2413,"Mon Feb 14 00:58:53 +0000 2011","None",251869750,"None","RT @eileeniorio: FDA WARNING: DON$q$T VACCINATE THOSE WHO HAVE HAD COVID!! @noorchashm  $q$it remains my prognostication that the risk of such…","dandaman4us",0,677,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408291791835144,"Harsh Reality",1222167440,"2021-04-17 13:13:33","None",49,"Wed Mar 14 16:01:24 +0000 2018","None",973952242532286464,"None","@DraysonRobbyn @CKNW @GlobalBC @Puglaas So we can get enough vaccine to get Canadian life back to normal. Duh","HarchReality",0,32,1383285708782141447,0,"None","None","JS Listener","Calgary, Alberta","DraysonRobbyn","vaccine ",1
1383408284976041986,"Jai ram",-1,"2021-04-17 13:13:32","None",218,"Wed Dec 30 02:16:00 +0000 2020","None",1344104839228190720,"None","RT @JyotiKarma7: The only vaccine for all the anti national viruses within the country and enemies outside the country.   @narendramodi ji…","Jairam08930345",0,13,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408286884536320,"The Office of Mr. Dave",-1,"2021-04-17 13:13:32","None",5061,"Thu Jul 20 23:19:30 +0000 2017","Ontario, Canada",888176567645614080,"None","RT @goddeketal: Dr. FauXi reveals his plans to vaccinate all children and babies until end of the year. Can$q$t wait for Nuremberg 2.0. (h/t…","IamPopTheNarrat",0,4614,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408279749992453,"Athena@MAGA2020",-1,"2021-04-17 13:13:31","None",1003,"Tue Dec 04 03:20:04 +0000 2012","Florida, USA",987921834,"None","🚨Some women report heavier and more painful PERIODS since getting the COVID-19 vaccine https://t.co/nfrlPWPTtI","AthenaGmia",0,528,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408280765014016,"Mac54",-1,"2021-04-17 13:13:31","None",4943,"Sun Jan 31 23:06:11 +0000 2016","Scotland, United Kingdom",4867635922,"None","RT @MARCOFREE2020: Data Leak Shows Regulators Had Major Concerns About Pfizer’s mRNA Vaccine • Children$q$s Health Defense https://t.co/RzjiE…","Mac5411",0,1773,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408281721335818,"chhitar meena (100%FB)",-1,"2021-04-17 13:13:31","None",2759,"Wed Sep 23 07:41:20 +0000 2020","tonk, Rajasthan, India",1308672701796503553,"None","RT @suryapsingh_IAS: वैक्सीनेशन के कार्य को प्राइवेट कंपनियों को आउटसोर्स कर घर घर  टीकाकरण (Doorstep Vaccination) किया जाना चाहिए l  कार्य…","chhitarmeena8",0,3086,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408277644472322,"IrishPracticeNurses",-1,"2021-04-17 13:13:30","None",465,"Mon Nov 14 13:45:25 +0000 2011","Ireland",412274864,"None","528, 422 (45.7%) of all (1,155, 599) #CovidVaccines administered in 🇮🇪 up to 15/04/21 have been given by General Practice Staff. It is anticipated that practice teams will have delivered 584,000 vaccines by the April 18th. Huge credit to #GPs #GPNs &amp; Admin team. Well done #TeamGP","PracticeNurses",0,1554,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408271604604933,"Jonny United",896466491587080194,"2021-04-17 13:13:29","None",210,"Thu Jan 24 18:47:05 +0000 2019","Steel Rain",1088508505051475969,"None","@greg_price11 Problem is it$q$s not a Vaccine it$q$s a temporary shot...the polio shot is a vaccine...","UnitedJonny",0,33,1383101014644027393,0,"None","None","JS Listener","None","greg_price11","vaccine ",1
1383408271604604933,"Jonny United",896466491587080194,"2021-04-17 13:13:29","None",210,"Thu Jan 24 18:47:05 +0000 2019","Steel Rain",1088508505051475969,"None","@greg_price11 Problem is it$q$s not a Vaccine it$q$s a temporary shot...the polio shot is a vaccine...","UnitedJonny",0,33,1383101014644027393,0,"None","None","JS Listener","None","greg_price11","vaccine ",1
1383408273684979713,"Subodh Mohan Adarkar",1339564069783707650,"2021-04-17 13:13:29","None",4891,"Sun May 02 12:51:45 +0000 2010","India",139384983,"None","@Its_punam What the docs and experts r not telling us is it will NEVER b normal again.🤔 Earlier, vaccination was enough for all deceases like smallpox  cholera etc. But now even vaccinated r getting infected again with severe condition and dying also.😩 Research is on, to find cause.😪","RottenOnly",0,2584,1383400717172449283,0,"None","None","JS Listener","Mumbai, India","Its_punam","vaccine ",1
1383408267762692102,"Nazzem Ismail",-1,"2021-04-17 13:13:28","None",223,"Mon Feb 22 10:26:58 +0000 2010","None",116410164,"None","RT @jimiecheng: Objectively speaking: - we are 1+ year into Covid with no clear strategy; - vaccination rate relatively slow; - economy stu…","nzzmismail",0,224,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408269255868422,"Dáithí O",-1,"2021-04-17 13:13:28","None",686,"Sun Mar 20 00:45:08 +0000 2011","None",269048249,"None","RT @reasonoverfear: It is unethical to vaccinate healthy young people until it is clear that the benefits to them outweigh the harms. At th…","buaman76",0,357,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408260221333505,"Aakash Kumar",-1,"2021-04-17 13:13:26","None",507,"Fri Jun 26 15:05:29 +0000 2009","Delhi, NCR",51090860,"None","RT @Kaalateetham: So many assumptions &amp; confusion  The solution is simple  1) Covid Appropriate Behaviour  2) Vaccination","aakash_kumar",0,319,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408261819293696,"Maleeha Manzoor",-1,"2021-04-17 13:13:26","None",363,"Sat Nov 14 15:25:54 +0000 2020","None",1327633827305558022,"None","RT @MaleehaManzoor: *Super success of vaccine roll-out*   Rohail, is that you?","MaleehaManzoor_",0,1137,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408255204876289,"Vishwam for Hindu India🇮🇳",-1,"2021-04-17 13:13:25","None",1566,"Thu Aug 02 05:44:16 +0000 2018","Chennai, India",1024893623475683328,"None","RT @MeghUpdates: No Haj without Two #COVID19Vaccine doses : Haj Committee of India  PS : Adhar/Document Must for Vaccination","Vishwapad",0,453,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408257306271751,"Jim Clifford",-1,"2021-04-17 13:13:25","None",3303,"Tue Nov 24 22:23:32 +0000 2009","Saskatoon/Treaty 6",92381471,"None","RT @awong37: I have tried to maintain equipoise but feel I need to say this again: we CANNOT vaccinate our way out of this without losing m…","jburnford",0,3466,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408250503139336,"PhillyGrlInNYC",-1,"2021-04-17 13:13:24","None",245,"Sun May 17 13:11:51 +0000 2009","None",40656512,"None","Good read...and some things to keep in-mind even as more and more get vaccinated.  https://t.co/mYDmUzP6RD","PhillyGrlInNYC",0,264,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408252893876230,"djovak nokovic",-1,"2021-04-17 13:13:24","None",1037,"Sat Jul 12 09:45:13 +0000 2008","behavioral economics tings",15402641,"None","RT @DKThomp: My guess was that crystal-clear evidence of the partisan vaccine-hesitancy gap wouldn’t show up in the real world data until M…","moki_doki",0,4270,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408246971453440,"Ronnie Donnyonyea",1183408640889442304,"2021-04-17 13:13:23","None",3175,"Mon Jun 10 23:52:23 +0000 2019","Wisconsin via Texas",1138232471584030720,"None","@joenutsjoenut @schadnfr @TheDeadxJester @Jasonnld @EegleMetroz @SBoot98 Injured or suffered property damage from a midair collision?  Has a vaccine reaction led to blood clots, bumbaclots, double vision, wanda vision, indecision, odd incisions, thoughts of regicide, acts of regicide, loss of appetite, appetite for destruction or permanent molly face? https://t.co/s1XXcRxCGb","donnyonyea",0,2083,1383261442741215241,0,"None","None","JS Listener","None","joenutsjoenut","vaccine ",1
1383408246971453440,"Ronnie Donnyonyea",1183408640889442304,"2021-04-17 13:13:23","None",3175,"Mon Jun 10 23:52:23 +0000 2019","Wisconsin via Texas",1138232471584030720,"None","@joenutsjoenut @schadnfr @TheDeadxJester @Jasonnld @EegleMetroz @SBoot98 Injured or suffered property damage from a midair collision?  Has a vaccine reaction led to blood clots, bumbaclots, double vision, wanda vision, indecision, odd incisions, thoughts of regicide, acts of regicide, loss of appetite, appetite for destruction or permanent molly face? https://t.co/s1XXcRxCGb","donnyonyea",0,2083,1383261442741215241,0,"None","None","JS Listener","None","joenutsjoenut","vaccine ",1
1383408248707973122,"Your heroes wear capes. Mine do improv.",-1,"2021-04-17 13:13:23","None",4666,"Wed Apr 28 03:19:12 +0000 2010","Landmark Theater—RVA 🍁 2/7/05",137910484,"None","Just got scheduled for both vaccine doses...LEGGOOOO 🎉🎉🎉 https://t.co/cS7vQJJghz","mochries_mayhem",0,4401,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408242252865540,"Steve",-1,"2021-04-17 13:13:22","None",217,"Wed Oct 03 23:02:23 +0000 2012","None",860482585,"None","RT @lorrain00414525: The Government are disgusting and immoral for asking people to let their children do vaccination  trials and the paren…","steve_causecall",0,269,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408242324242440,"Robynn 🇨🇦🍀🍁😻🐶🐾😷",19089339,"2021-04-17 13:13:22","None",843,"Mon Feb 11 13:16:58 +0000 2013","Toronto",1168880456,"None","@ColinDMello Why are people able to vaccine shop? My doctor called me, I booked an appointment and I went.   I was not provided a vaccine menu, AZ was offered and I took it! People are wanting a vaccine and cannot get one, and others are cherry picking??","KaceeKat",0,913,1383396574290604034,0,"None","None","JS Listener","None","ColinDMello","vaccine ",1
1383408235466481671,"NH Public Radio",-1,"2021-04-17 13:13:20","None",1925,"Tue Nov 27 07:05:22 +0000 2007","New Hampshire, USA",10649692,"None","How many new cases are emerging? How many #COVID19 vaccine doses have been administered in NH?  How many Granite Staters are hospitalized? Scroll through the latest charts.  https://t.co/iMY5j4JXPM","nhpr",0,44819,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408235470737408,"Aarav",1144169755672113155,"2021-04-17 13:13:20","None",730,"Thu Sep 15 18:52:00 +0000 2011","Mumbai ",374116886,"None","@OfficeofUT let’s stop giving the vaccines which are produced in our state to the centre. Let’s vaccinate our own people first as the central government is holding mass public rally.","Aaravkumar20",0,74,-1,0,"None","None","JS Listener","None","OfficeofUT","vaccine ",1
1383408231507103753,"Nick",-1,"2021-04-17 13:13:19","None",644,"Mon Apr 16 21:35:30 +0000 2012","California",555522555,"None","RT @DKThomp: My guess was that crystal-clear evidence of the partisan vaccine-hesitancy gap wouldn’t show up in the real world data until M…","MacAttack5316",0,46,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408231611965449,"Jennifer",-1,"2021-04-17 13:13:19","None",360,"Wed Sep 30 02:23:46 +0000 2020","None",1311129531097534471,"None","RT @TheBabylonBee: For Maximum Protection, Vaccine Now Offered In Continuous IV Drip You Carry Around For The Rest Of Your Life https://t.c…","JenniferNPL1",0,111,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408231460995078,"wrong answer, forehead!",-1,"2021-04-17 13:13:19","None",303,"Thu Feb 18 05:58:45 +0000 2021","757",1362280329734742017,"None","RT @kitty_chinks: so you’ve never heard of a booster shot before? like..yall do realize this is not the only vaccine to ever encourage a bo…","_JESSrelax",0,327,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408231460995078,"wrong answer, forehead!",-1,"2021-04-17 13:13:19","None",303,"Thu Feb 18 05:58:45 +0000 2021","757",1362280329734742017,"None","RT @kitty_chinks: so you’ve never heard of a booster shot before? like..yall do realize this is not the only vaccine to ever encourage a bo…","_JESSrelax",0,327,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408233042178049,"Patrick W. Watson",-1,"2021-04-17 13:13:19","None",57458,"Wed Dec 12 22:05:27 +0000 2007","Austin, Texas",11104872,"None","RT @DKThomp: My guess was that crystal-clear evidence of the partisan vaccine-hesitancy gap wouldn’t show up in the real world data until M…","PatrickW",0,77608,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408225177915395,"Mark Weightman 🇬🇧🇨🇾 🌸#NoTyranny",-1,"2021-04-17 13:13:18","None",1104,"Sun Jul 27 20:22:43 +0000 2008","Derbyshire, UK",15623404,"None","RT @DavideDionisi2: $q$Covid surge despite vaccination success$q$ Maybe then vaccination wasn$q$t much of a success?🤔https://t.co/yHDtDs85X6","MarkWeightman",0,1121,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408225983160322,"Ingrid Paredes, M.S.",-1,"2021-04-17 13:13:18","None",1362,"Fri Jul 22 01:34:08 +0000 2011","Brooklyn",340034680,"None","Full immunity day today 🥰 such a relief.   Tons of appointments are available in NYC right now — get your shot and help a friend, family member, neighbor, whoever get theirs too! #vaxnyc #vaccinateny https://t.co/zDiJBiFgJF","ingridjoylyn",0,754,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408225983160322,"Ingrid Paredes, M.S.",-1,"2021-04-17 13:13:18","None",1362,"Fri Jul 22 01:34:08 +0000 2011","Brooklyn",340034680,"None","Full immunity day today 🥰 such a relief.   Tons of appointments are available in NYC right now — get your shot and help a friend, family member, neighbor, whoever get theirs too! #vaxnyc #vaccinateny https://t.co/zDiJBiFgJF","ingridjoylyn",0,754,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408222439043076,"Dr Arvind 🇮🇳 💯 %,follow back",18373968,"2021-04-17 13:13:17","None",3858,"Sat Mar 02 07:25:33 +0000 2013"," India",1233358464,"None","@MinhazMerchant These are same people who wrote op-ed,to give state more power in Covid protocol management. When conditions of best CM$q$s state worsened started op-ed for universal vaccination, forgetting that India by way of population is bigger than aggregate of Europe, American continents.","PurohitAk",0,4538,1383294838724907009,0,"None","None","JS Listener","None","MinhazMerchant","vaccine ",1
1383408224703959044,"Namaste Bishes ᴴ",-1,"2021-04-17 13:13:17","None",208,"Mon Feb 08 04:53:38 +0000 2010","None",112346998,"None","RT @nowthisnews: Reminder: Don’t post your full vaccination card! https://t.co/vxIAJRTKOJ","HEs_fabulous",0,502,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408217049370632,"Mana",-1,"2021-04-17 13:13:16","None",3240,"Fri May 06 22:58:37 +0000 2011","None",294320237,"None","RT @DKThomp: My guess was that crystal-clear evidence of the partisan vaccine-hesitancy gap wouldn’t show up in the real world data until M…","fuun57",0,511,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408219842695175,"Benjamin Proulx",-1,"2021-04-17 13:13:16","None",389,"Mon Oct 04 18:18:07 +0000 2010","Sherwood Park",198588431,"None","RT @JustinTrudeau: Update: We’ve signed an agreement with Pfizer for an additional 8 million doses of their COVID-19 vaccine. This means we…","BP_SherwoodPark",0,1601,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383408220765450243,"v",-1,"2021-04-17 13:13:16","None",482,"Wed Apr 27 01:50:23 +0000 2016","None",725140001030328320,"None","RT @JeanmarcBenoit: University students in an epidemiology class unaware that covid vaccines are experimental.   Pretty good bet then that…","vzaf844",0,154,-1,0,"None","None","JS Listener","None","None","vaccine ",1
